,file,dl_height_midpoint,11l_to_11r,10l_to_10r,9l_to_9r,8l_to_8r,7l_to_7r,6l_to_6r,5l_to_5r,4l_to_4r,3l_to_3r,2l_to_2r,1l_to_1r,edge_4_r_to_edge_4_l,edge_3_r_to_edge_3_l,edge_2_r_to_edge_2_l,edge_1_r_to_edge_1_l
42,Basler_acA2500-14um__23891378__20221217_130409377_0062.tiff,542,313.5,368.0,409.0,441.0,467.5,488.5,505.0,518.5,528.5,536.0,540.0,259.0,287.0,329.5,346.5
43,Basler_acA2500-14um__23891378__20221217_130409377_0063.tiff,541,311.0,366.5,408.0,440.0,466.0,487.5,504.5,517.5,527.5,535.0,539.0,256.5,284.5,327.5,345.5
44,Basler_acA2500-14um__23891378__20221217_130409377_0064.tiff,541,309.5,365.0,406.5,439.5,465.0,486.5,503.5,517.0,527.0,534.0,539.0,253.5,282.0,325.5,343.5
45,Basler_acA2500-14um__23891378__20221217_130409377_0065.tiff,540,307.5,363.5,405.0,437.5,464.0,485.5,502.0,516.0,526.0,533.0,538.0,250.5,279.5,323.5,341.5
46,Basler_acA2500-14um__23891378__20221217_130409377_0066.tiff,539,305.5,361.5,403.5,436.5,463.0,484.0,501.5,515.0,525.0,532.5,537.0,247.5,277.5,322.0,340.0
47,Basler_acA2500-14um__23891378__20221217_130409377_0067.tiff,538,303.5,360.0,402.5,435.5,461.5,483.0,500.5,514.0,524.0,531.5,536.0,244.5,275.0,320.0,338.0
48,Basler_acA2500-14um__23891378__20221217_130409377_0068.tiff,537,301.0,358.5,401.0,434.5,460.5,482.5,499.5,513.0,523.0,530.5,535.0,241.5,272.5,318.0,336.5
49,Basler_acA2500-14um__23891378__20221217_130409377_0069.tiff,536,299.0,357.5,400.0,433.0,459.5,481.5,498.5,512.5,522.5,530.0,534.5,238.0,269.5,316.0,335.0
50,Basler_acA2500-14um__23891378__20221217_130409377_0070.tiff,536,297.0,355.5,399.0,432.0,458.5,480.5,497.5,511.5,522.0,529.0,534.0,234.5,267.0,314.0,333.0
51,Basler_acA2500-14um__23891378__20221217_130409377_0071.tiff,535,294.5,354.0,397.0,431.0,458.0,479.5,497.0,510.5,521.0,529.0,533.0,231.0,264.0,312.0,331.5
52,Basler_acA2500-14um__23891378__20221217_130409377_0072.tiff,534,292.0,352.5,396.0,430.0,457.0,478.5,496.5,509.5,520.5,527.5,532.0,227.0,261.5,310.5,329.0
53,Basler_acA2500-14um__23891378__20221217_130409377_0073.tiff,534,289.5,351.0,394.5,429.0,456.0,478.0,495.5,509.5,519.5,527.0,532.0,223.0,258.0,308.0,327.5
54,Basler_acA2500-14um__23891378__20221217_130409377_0074.tiff,533,287.5,349.0,393.5,427.5,455.0,477.0,494.5,508.5,519.0,526.5,531.0,218.5,255.0,306.0,325.5
55,Basler_acA2500-14um__23891378__20221217_130409377_0075.tiff,533,285.0,347.5,392.5,427.0,454.0,476.5,494.0,508.0,518.5,526.0,531.0,213.5,252.0,303.5,323.5
56,Basler_acA2500-14um__23891378__20221217_130409377_0076.tiff,532,282.0,346.0,391.0,426.0,453.0,476.0,493.5,507.5,518.0,525.5,530.5,207.0,248.0,301.0,321.5
57,Basler_acA2500-14um__23891378__20221217_130409377_0077.tiff,532,279.5,344.0,389.5,424.5,452.5,475.0,493.0,506.5,517.5,525.0,530.0,201.5,244.0,298.5,319.5
58,Basler_acA2500-14um__23891378__20221217_130409377_0078.tiff,531,276.5,342.0,388.5,423.5,451.0,474.0,491.5,505.5,516.5,524.5,529.0,195.5,240.5,296.5,317.5
59,Basler_acA2500-14um__23891378__20221217_130409377_0079.tiff,530,274.5,340.5,386.5,422.0,450.5,473.0,491.5,505.5,516.0,523.5,528.0,191.0,237.5,295.0,315.5
60,Basler_acA2500-14um__23891378__20221217_130409377_0080.tiff,529,271.5,338.5,385.0,421.0,449.0,472.5,490.5,504.5,515.0,523.0,528.0,184.0,234.0,292.0,313.5
61,Basler_acA2500-14um__23891378__20221217_130409377_0081.tiff,529,268.5,337.0,383.5,420.0,448.0,471.0,489.5,503.5,514.5,522.0,527.0,177.0,230.0,289.5,311.5
62,Basler_acA2500-14um__23891378__20221217_130409377_0082.tiff,528,265.5,335.0,382.5,419.0,447.5,470.5,488.5,502.5,513.5,521.5,526.0,166.0,225.5,287.0,309.0
63,Basler_acA2500-14um__23891378__20221217_130409377_0083.tiff,528,262.0,333.0,381.0,418.0,446.5,469.5,488.0,502.5,513.5,521.0,526.0,152.0,220.5,284.0,307.0
64,Basler_acA2500-14um__23891378__20221217_130409377_0084.tiff,527,259.0,331.5,380.0,417.0,445.5,469.0,487.5,502.5,513.0,521.0,526.0,138.0,216.0,281.5,304.5
65,Basler_acA2500-14um__23891378__20221217_130409377_0085.tiff,527,255.0,329.0,378.5,415.5,445.0,468.5,487.0,501.5,513.0,520.5,525.0,117.5,209.5,278.0,302.0
66,Basler_acA2500-14um__23891378__20221217_130409377_0086.tiff,527,251.5,327.0,377.0,415.0,444.0,467.5,486.0,501.0,512.0,520.0,525.0,107.5,203.5,275.5,299.5
67,Basler_acA2500-14um__23891378__20221217_130409377_0087.tiff,526,248.0,325.0,375.5,414.0,443.0,467.0,485.5,500.0,511.0,519.0,524.0,100.5,198.0,272.5,297.0
68,Basler_acA2500-14um__23891378__20221217_130409377_0088.tiff,526,243.5,323.0,374.0,412.0,442.0,466.0,485.0,500.0,511.0,519.0,524.0,93.5,190.5,269.0,294.5
69,Basler_acA2500-14um__23891378__20221217_130409377_0089.tiff,525,240.0,321.0,372.5,411.0,441.0,465.0,484.0,499.0,510.0,518.0,523.0,89.0,183.5,266.0,292.0
70,Basler_acA2500-14um__23891378__20221217_130409377_0090.tiff,524,236.0,318.5,370.5,410.0,440.0,464.0,483.0,498.0,509.0,517.5,523.0,85.0,174.0,263.0,289.0
71,Basler_acA2500-14um__23891378__20221217_130409377_0091.tiff,524,231.5,316.5,369.0,408.5,439.0,463.0,482.0,498.0,509.0,517.0,522.0,82.5,166.5,259.5,286.5
72,Basler_acA2500-14um__23891378__20221217_130409377_0092.tiff,523,227.0,314.0,367.5,407.5,437.5,462.5,481.5,497.0,508.0,516.0,521.0,80.5,159.0,256.5,283.5
73,Basler_acA2500-14um__23891378__20221217_130409377_0093.tiff,523,222.5,311.5,366.0,406.0,437.0,461.0,481.0,496.0,507.0,516.0,520.5,78.0,150.0,252.0,280.5
74,Basler_acA2500-14um__23891378__20221217_130409377_0094.tiff,522,217.5,309.0,364.0,405.0,436.0,460.0,480.0,495.0,507.0,515.0,520.0,76.0,143.0,248.5,277.5
75,Basler_acA2500-14um__23891378__20221217_130409377_0095.tiff,522,211.0,307.0,362.5,403.5,434.5,459.5,479.5,495.0,506.0,515.0,520.0,73.5,136.5,243.5,274.0
76,Basler_acA2500-14um__23891378__20221217_130409377_0096.tiff,521,205.0,304.0,360.5,402.0,433.5,459.0,478.5,494.0,506.0,514.0,519.0,72.5,131.5,239.5,270.5
77,Basler_acA2500-14um__23891378__20221217_130409377_0097.tiff,520,199.0,301.5,359.0,400.0,432.0,458.0,478.0,493.0,505.0,513.0,518.5,71.5,128.5,235.5,267.5
78,Basler_acA2500-14um__23891378__20221217_130409377_0098.tiff,520,192.5,299.0,356.5,399.0,431.0,457.0,477.0,493.0,504.0,513.0,518.0,69.5,125.0,231.0,264.0
79,Basler_acA2500-14um__23891378__20221217_130409377_0099.tiff,520,185.5,295.5,354.5,397.5,430.5,456.0,476.5,492.0,504.0,512.0,517.5,68.0,121.0,225.5,260.5
80,Basler_acA2500-14um__23891378__20221217_130409377_0100.tiff,519,177.5,292.5,353.0,396.0,429.0,455.5,475.5,491.5,503.5,512.0,517.0,66.5,117.5,218.5,255.5
81,Basler_acA2500-14um__23891378__20221217_130409377_0101.tiff,519,172.0,289.0,350.5,394.5,428.0,454.0,475.0,491.0,503.0,511.5,517.0,66.0,116.0,213.0,251.5
82,Basler_acA2500-14um__23891378__20221217_130409377_0102.tiff,518,168.5,286.0,348.5,393.0,427.0,453.0,474.0,490.5,502.5,510.5,516.0,65.0,114.0,207.5,247.0
83,Basler_acA2500-14um__23891378__20221217_130409377_0103.tiff,517,164.0,283.0,347.0,391.0,425.5,452.0,472.5,489.5,501.5,510.0,515.0,65.0,113.0,202.0,243.0
84,Basler_acA2500-14um__23891378__20221217_130409377_0104.tiff,516,162.0,280.0,344.5,390.0,424.0,450.5,471.5,488.5,500.5,509.0,514.5,65.0,111.5,197.0,238.5
85,Basler_acA2500-14um__23891378__20221217_130409377_0105.tiff,516,158.5,276.5,342.5,387.5,422.5,449.5,470.5,487.0,499.0,508.0,513.5,64.0,111.0,193.0,233.5
86,Basler_acA2500-14um__23891378__20221217_130409377_0106.tiff,515,156.0,273.5,340.0,386.0,421.0,448.5,469.5,486.5,498.5,507.0,513.0,64.0,109.5,189.5,229.5
87,Basler_acA2500-14um__23891378__20221217_130409377_0107.tiff,514,152.5,269.0,337.5,384.0,420.0,447.0,468.5,485.5,498.0,506.5,512.0,62.0,108.0,184.0,224.0
88,Basler_acA2500-14um__23891378__20221217_130409377_0108.tiff,514,150.0,265.0,335.0,383.0,419.0,446.5,468.0,485.5,497.5,506.5,512.0,61.0,106.5,180.0,218.0
89,Basler_acA2500-14um__23891378__20221217_130409377_0109.tiff,514,147.0,259.5,332.5,380.5,417.5,445.5,467.5,484.5,497.5,506.5,512.0,60.0,105.0,175.5,212.5
90,Basler_acA2500-14um__23891378__20221217_130409377_0110.tiff,513,146.5,254.5,329.5,378.5,416.0,444.0,466.0,483.5,496.5,505.5,511.0,60.5,105.0,174.0,208.0
91,Basler_acA2500-14um__23891378__20221217_130409377_0111.tiff,512,145.5,251.5,327.0,376.5,414.0,442.0,464.5,481.5,495.0,504.0,509.5,60.0,104.5,172.5,206.0
92,Basler_acA2500-14um__23891378__20221217_130409377_0112.tiff,511,144.5,247.5,324.0,374.5,412.5,440.5,463.5,480.5,493.5,503.0,508.5,60.0,104.0,170.5,202.5
93,Basler_acA2500-14um__23891378__20221217_130409377_0113.tiff,510,142.5,243.5,321.5,373.0,410.5,439.5,462.5,480.0,493.0,502.0,508.0,59.0,103.0,168.5,199.0
94,Basler_acA2500-14um__23891378__20221217_130409377_0114.tiff,509,142.0,238.5,318.5,370.5,409.0,438.0,461.0,478.5,492.0,501.0,507.0,58.5,102.5,167.0,197.0
95,Basler_acA2500-14um__23891378__20221217_130409377_0115.tiff,508,141.0,235.0,315.5,368.5,407.0,436.5,459.5,477.5,491.0,500.0,506.0,58.0,102.0,165.5,194.5
96,Basler_acA2500-14um__23891378__20221217_130409377_0116.tiff,507,140.0,231.5,312.5,366.0,405.0,435.0,458.5,476.5,489.5,499.0,505.0,58.0,101.5,164.5,192.5
97,Basler_acA2500-14um__23891378__20221217_130409377_0117.tiff,506,139.0,228.0,309.0,363.5,403.5,433.5,457.0,475.0,488.5,498.0,504.0,58.0,101.0,162.5,190.5
98,Basler_acA2500-14um__23891378__20221217_130409377_0118.tiff,505,138.5,225.0,306.0,361.0,401.5,432.0,456.0,474.0,487.5,497.0,503.0,57.0,100.0,161.5,188.0
99,Basler_acA2500-14um__23891378__20221217_130409377_0119.tiff,504,137.5,222.5,302.5,358.5,399.5,430.5,454.5,473.0,486.5,495.5,502.0,57.0,100.0,160.5,187.0
100,Basler_acA2500-14um__23891378__20221217_130409377_0120.tiff,503,137.0,220.0,299.0,356.0,397.5,428.5,452.5,471.5,485.0,494.5,500.5,57.0,100.0,159.5,185.5
101,Basler_acA2500-14um__23891378__20221217_130409377_0121.tiff,502,136.5,217.5,295.0,353.5,395.5,427.0,451.0,470.0,484.0,493.5,499.5,56.0,99.0,159.0,184.0
102,Basler_acA2500-14um__23891378__20221217_130409377_0122.tiff,501,135.5,215.0,291.0,350.5,393.0,425.0,450.0,469.0,483.0,492.5,498.5,55.5,98.5,158.0,182.5
103,Basler_acA2500-14um__23891378__20221217_130409377_0123.tiff,500,135.5,213.0,287.5,347.5,391.0,423.5,448.5,467.5,482.0,492.0,497.5,54.5,98.0,157.0,181.5
104,Basler_acA2500-14um__23891378__20221217_130409377_0124.tiff,499,134.5,211.5,283.5,344.5,388.5,421.0,446.5,466.0,480.5,490.0,496.5,54.5,98.0,156.5,181.0
105,Basler_acA2500-14um__23891378__20221217_130409377_0125.tiff,497,134.5,210.5,280.5,341.0,386.0,419.0,444.5,464.0,478.5,489.0,494.5,55.0,98.0,155.5,180.0
106,Basler_acA2500-14um__23891378__20221217_130409377_0126.tiff,496,134.5,209.5,277.5,338.5,383.5,417.0,442.5,462.0,476.5,487.0,493.0,54.5,97.0,155.5,180.0
107,Basler_acA2500-14um__23891378__20221217_130409377_0127.tiff,494,134.0,208.5,274.5,335.5,380.5,415.0,440.5,460.0,474.5,485.0,491.5,54.5,97.5,155.5,179.5
108,Basler_acA2500-14um__23891378__20221217_130409377_0128.tiff,492,133.5,207.5,272.5,332.0,378.0,412.5,438.5,458.0,473.0,483.0,489.5,54.0,97.0,155.0,178.5
109,Basler_acA2500-14um__23891378__20221217_130409377_0129.tiff,490,133.0,206.5,269.0,329.0,375.5,410.0,436.0,456.5,471.0,481.5,488.0,54.0,96.5,154.5,178.0
