,file,dl_height_midpoint,11l_to_11r,10l_to_10r,9l_to_9r,8l_to_8r,7l_to_7r,6l_to_6r,5l_to_5r,4l_to_4r,3l_to_3r,2l_to_2r,1l_to_1r,edge_4_r_to_edge_4_l,edge_3_r_to_edge_3_l,edge_2_r_to_edge_2_l,edge_1_r_to_edge_1_l
0,Basler_acA2500-14um__23891378__20221128_130157122_0011.tiff,502,249.5,313.5,359.5,394.5,422.5,445.5,463.0,477.5,488.0,496.0,500.5,178.5,218.0,272.0,292.5
1,Basler_acA2500-14um__23891378__20221128_130157122_0012.tiff,501,246.0,311.5,357.0,392.0,420.5,443.0,461.5,475.5,487.0,494.5,499.0,174.0,214.0,269.0,290.0
2,Basler_acA2500-14um__23891378__20221128_130157122_0013.tiff,500,246.0,311.0,356.5,392.0,420.0,442.5,461.0,475.0,486.0,493.5,498.5,173.5,214.0,268.5,289.5
3,Basler_acA2500-14um__23891378__20221128_130157122_0014.tiff,500,245.5,310.0,356.0,391.5,419.5,442.5,460.5,474.5,485.5,493.5,497.5,172.5,213.0,268.0,288.5
4,Basler_acA2500-14um__23891378__20221128_130157122_0015.tiff,499,245.5,310.5,355.5,390.5,419.0,441.5,460.0,474.5,485.0,492.5,497.5,173.0,213.0,268.0,288.0
5,Basler_acA2500-14um__23891378__20221128_130157122_0016.tiff,498,244.0,308.5,354.5,390.0,418.0,440.5,459.0,473.5,484.0,491.5,496.5,172.0,212.0,266.5,287.0
6,Basler_acA2500-14um__23891378__20221128_130157122_0017.tiff,494,239.0,304.0,350.0,385.5,413.5,436.5,455.0,469.5,480.0,487.5,492.5,163.5,205.5,261.5,282.5
7,Basler_acA2500-14um__23891378__20221128_130157122_0018.tiff,494,238.0,304.0,350.0,385.5,413.5,436.0,454.5,468.5,480.0,487.5,492.5,164.0,205.5,261.0,282.5
8,Basler_acA2500-14um__23891378__20221128_130157122_0019.tiff,493,238.0,303.0,349.0,384.5,413.0,435.5,453.5,468.0,478.5,486.0,491.0,164.5,205.0,260.5,281.5
9,Basler_acA2500-14um__23891378__20221128_130157122_0020.tiff,491,235.5,301.0,347.0,383.0,411.0,433.5,452.0,466.0,477.0,484.5,489.5,162.0,202.5,258.0,279.5
10,Basler_acA2500-14um__23891378__20221128_130157122_0021.tiff,489,233.0,299.0,345.0,380.5,409.0,431.5,450.0,464.5,475.0,483.0,487.5,159.0,200.0,256.0,277.0
11,Basler_acA2500-14um__23891378__20221128_130157122_0022.tiff,487,230.5,296.0,343.0,378.5,407.0,429.5,448.0,462.5,473.0,481.0,485.5,155.0,197.0,253.5,274.5
12,Basler_acA2500-14um__23891378__20221128_130157122_0023.tiff,486,228.0,294.5,341.0,377.0,405.0,427.5,446.0,460.5,471.5,479.0,483.5,152.0,194.5,251.0,272.5
13,Basler_acA2500-14um__23891378__20221128_130157122_0024.tiff,484,225.5,292.0,339.0,375.0,403.0,426.0,444.0,458.5,469.5,477.0,482.0,148.5,191.0,248.5,270.5
14,Basler_acA2500-14um__23891378__20221128_130157122_0025.tiff,482,223.0,290.0,337.0,373.0,401.5,424.5,443.0,457.0,468.0,475.5,480.5,145.5,188.5,246.5,268.5
15,Basler_acA2500-14um__23891378__20221128_130157122_0026.tiff,480,220.0,288.0,335.0,371.0,399.5,422.5,441.0,455.5,466.0,474.0,478.5,142.0,186.5,244.0,266.0
16,Basler_acA2500-14um__23891378__20221128_130157122_0027.tiff,479,218.0,286.0,332.5,368.5,397.5,420.5,439.0,453.5,464.0,472.0,476.5,138.0,183.0,241.5,263.5
17,Basler_acA2500-14um__23891378__20221128_130157122_0028.tiff,477,215.5,284.0,331.0,367.5,396.0,418.5,437.5,452.0,462.5,470.5,475.5,135.0,180.5,239.5,261.5
18,Basler_acA2500-14um__23891378__20221128_130157122_0029.tiff,475,212.5,281.0,329.0,365.0,394.0,417.0,435.5,450.0,461.0,469.0,473.5,131.0,176.5,236.5,259.0
19,Basler_acA2500-14um__23891378__20221128_130157122_0030.tiff,474,210.0,279.5,327.0,363.5,392.5,415.5,433.5,448.5,459.5,467.0,471.5,127.5,174.5,234.0,256.5
20,Basler_acA2500-14um__23891378__20221128_130157122_0031.tiff,472,207.5,277.0,325.0,361.5,390.5,414.0,432.5,446.5,457.5,466.0,470.5,123.0,170.5,231.5,254.5
21,Basler_acA2500-14um__23891378__20221128_130157122_0032.tiff,471,204.5,275.5,323.0,360.0,388.5,412.0,431.0,445.5,456.5,464.0,468.5,119.0,168.0,229.0,252.0
22,Basler_acA2500-14um__23891378__20221128_130157122_0033.tiff,469,202.5,273.0,321.5,358.0,387.0,410.5,429.0,444.0,454.5,463.0,467.5,115.5,165.0,227.5,250.0
23,Basler_acA2500-14um__23891378__20221128_130157122_0034.tiff,468,199.5,270.5,319.5,356.5,385.5,409.0,427.5,442.0,453.5,461.0,465.5,111.0,161.5,224.5,247.5
24,Basler_acA2500-14um__23891378__20221128_130157122_0035.tiff,466,197.0,268.5,317.5,354.5,383.5,407.0,425.5,440.5,451.5,459.5,464.5,107.0,158.5,222.5,245.5
25,Basler_acA2500-14um__23891378__20221128_130157122_0036.tiff,464,194.0,266.0,315.5,352.5,382.0,405.0,424.5,439.0,450.0,457.5,462.5,102.5,154.5,219.5,243.0
26,Basler_acA2500-14um__23891378__20221128_130157122_0037.tiff,463,190.5,264.5,314.0,351.5,380.5,404.0,422.5,438.0,448.5,457.0,461.5,98.0,152.0,217.0,241.0
27,Basler_acA2500-14um__23891378__20221128_130157122_0038.tiff,461,188.0,262.0,312.0,349.0,378.5,402.5,421.0,436.0,446.5,455.0,459.5,93.0,148.0,214.5,238.5
28,Basler_acA2500-14um__23891378__20221128_130157122_0039.tiff,460,184.5,260.0,310.0,348.0,377.0,401.0,419.5,435.0,445.5,454.0,458.5,88.5,143.5,211.5,236.0
29,Basler_acA2500-14um__23891378__20221128_130157122_0040.tiff,459,182.0,258.5,308.0,346.0,376.0,399.5,418.5,433.0,444.5,453.0,457.5,84.5,140.5,209.0,233.5
30,Basler_acA2500-14um__23891378__20221128_130157122_0041.tiff,458,179.0,256.0,306.5,344.5,374.0,398.0,417.5,432.0,443.5,451.5,456.5,78.5,135.5,205.5,231.0
31,Basler_acA2500-14um__23891378__20221128_130157122_0042.tiff,457,175.0,253.5,304.5,343.0,372.5,396.5,416.0,431.0,442.5,450.0,455.5,75.0,131.5,203.0,228.5
32,Basler_acA2500-14um__23891378__20221128_130157122_0043.tiff,456,172.0,251.0,302.5,341.0,371.0,395.5,414.5,429.5,440.5,449.0,453.5,70.0,127.0,200.0,226.0
33,Basler_acA2500-14um__23891378__20221128_130157122_0044.tiff,454,168.0,248.5,300.5,339.5,369.5,394.0,413.0,428.0,439.5,448.0,452.5,66.5,122.5,197.5,223.5
34,Basler_acA2500-14um__23891378__20221128_130157122_0045.tiff,453,165.0,246.0,298.5,338.0,368.0,392.5,411.5,427.0,438.5,446.0,451.5,63.0,118.0,194.5,220.5
