,file,reflection_row,dl_reflection_width,dl_height_midpoint,11l,11r,10l,10r,9l,9r,8l,8r,7l,7r,6l,6r,5l,5r,4l,4r,3l,3r,2l,2r,1l,1r,edge_4_r,edge_4_l,edge_3_r,edge_3_l,edge_2_r,edge_2_l,edge_1_r,edge_1_l
270,Basler_acA2500-14um__23891378__20221129_144902408_0283.tiff,1544,760,31,12,10,21,23,22,26,25,30,27,32,27,33,29,33,30,33,30,32,30,32,30,31,7,5,10,8,14,12,16,16
271,Basler_acA2500-14um__23891378__20221129_144902408_0284.tiff,1544,760,31,12,10,21,23,22,26,25,30,28,32,28,33,29,33,30,32,30,31,30,31,31,31,7,5,10,8,14,12,17,16
272,Basler_acA2500-14um__23891378__20221129_144902408_0285.tiff,1544,760,31,12,10,21,22,22,26,25,30,28,32,27,33,29,33,30,32,30,32,30,31,31,31,7,5,10,8,14,12,17,16
273,Basler_acA2500-14um__23891378__20221129_144902408_0286.tiff,1544,760,31,12,10,21,22,22,26,25,30,28,31,27,33,29,33,30,32,30,32,30,31,31,31,6,5,10,8,14,12,17,16
274,Basler_acA2500-14um__23891378__20221129_144902408_0287.tiff,1544,760,31,12,10,21,22,22,26,25,30,28,32,28,33,29,33,30,32,30,32,31,31,30,31,6,5,10,8,14,12,16,15
275,Basler_acA2500-14um__23891378__20221129_144902408_0288.tiff,1544,760,31,12,10,21,23,22,26,25,30,28,32,27,33,29,33,30,32,30,32,30,31,31,31,7,5,10,8,14,12,17,16
276,Basler_acA2500-14um__23891378__20221129_144902408_0289.tiff,1544,760,31,12,10,21,22,22,26,25,30,28,32,28,33,29,33,30,32,30,32,30,32,31,31,7,5,10,8,14,12,17,16
277,Basler_acA2500-14um__23891378__20221129_144902408_0290.tiff,1544,760,31,12,10,21,22,22,26,25,30,28,32,27,33,29,33,30,32,30,32,30,31,30,31,7,5,10,8,14,12,16,16
278,Basler_acA2500-14um__23891378__20221129_144902408_0291.tiff,1544,760,31,12,10,21,23,22,26,25,30,27,32,27,33,29,33,30,32,30,31,30,32,31,31,7,5,10,8,14,12,17,16
279,Basler_acA2500-14um__23891378__20221129_144902408_0292.tiff,1544,760,31,12,10,21,22,22,26,25,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,6,5,10,8,14,12,17,16
280,Basler_acA2500-14um__23891378__20221129_144902408_0293.tiff,1544,761,31,12,10,21,22,22,26,25,30,27,32,27,33,29,33,30,32,30,32,30,31,31,31,7,5,10,8,14,12,16,16
281,Basler_acA2500-14um__23891378__20221129_144902408_0294.tiff,1544,760,31,12,10,21,22,22,26,25,30,27,31,28,33,29,33,30,32,30,32,30,31,31,31,7,5,10,8,14,12,16,16
282,Basler_acA2500-14um__23891378__20221129_144902408_0295.tiff,1544,760,31,12,10,21,22,22,26,25,30,28,32,27,33,29,33,30,32,30,32,30,31,31,31,7,5,10,8,14,12,16,16
283,Basler_acA2500-14um__23891378__20221129_144902408_0296.tiff,1544,760,31,12,10,21,22,22,26,25,30,27,32,27,33,29,33,30,32,30,32,30,31,30,31,7,5,10,8,14,12,16,15
284,Basler_acA2500-14um__23891378__20221129_144902408_0297.tiff,1544,760,31,12,10,21,22,22,26,25,30,27,32,27,32,29,33,30,32,30,32,30,31,30,31,6,5,10,8,14,11,16,16
285,Basler_acA2500-14um__23891378__20221129_144902408_0298.tiff,1544,760,31,12,10,21,22,22,26,25,30,27,32,28,33,29,33,30,32,30,31,30,31,31,31,7,5,10,8,14,11,16,15
286,Basler_acA2500-14um__23891378__20221129_144902408_0299.tiff,1544,760,31,12,10,21,22,22,26,25,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,7,5,10,8,14,12,16,15
287,Basler_acA2500-14um__23891378__20221129_144902408_0300.tiff,1544,760,31,12,10,20,22,22,26,25,30,27,32,28,33,29,33,30,32,30,31,30,32,31,31,7,5,10,8,14,12,16,16
288,Basler_acA2500-14um__23891378__20221129_144902408_0301.tiff,1544,760,31,12,10,21,22,22,26,24,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,7,5,10,8,14,11,16,15
289,Basler_acA2500-14um__23891378__20221129_144902408_0302.tiff,1544,760,31,12,10,21,22,22,26,24,30,28,31,27,32,29,33,30,32,30,32,30,31,31,31,7,5,10,8,14,12,16,16
290,Basler_acA2500-14um__23891378__20221129_144902408_0303.tiff,1544,760,31,12,10,21,22,22,26,25,30,27,32,27,32,29,33,30,32,30,32,30,31,30,31,7,5,10,8,14,12,16,15
291,Basler_acA2500-14um__23891378__20221129_144902408_0304.tiff,1544,761,31,12,10,21,22,22,26,24,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,7,5,10,8,14,11,16,15
292,Basler_acA2500-14um__23891378__20221129_144902408_0305.tiff,1544,760,31,12,10,21,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,31,7,5,10,8,14,11,16,16
293,Basler_acA2500-14um__23891378__20221129_144902408_0306.tiff,1544,760,31,12,10,20,22,22,26,25,30,27,31,27,32,29,33,30,32,30,32,30,31,31,31,6,5,10,8,14,11,16,16
294,Basler_acA2500-14um__23891378__20221129_144902408_0307.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,31,7,5,10,8,14,12,16,16
295,Basler_acA2500-14um__23891378__20221129_144902408_0308.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,33,29,33,30,32,30,32,30,31,31,31,6,5,10,8,14,12,16,15
296,Basler_acA2500-14um__23891378__20221129_144902408_0309.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,28,32,29,33,30,32,30,31,30,31,30,31,6,5,10,8,14,12,16,15
297,Basler_acA2500-14um__23891378__20221129_144902408_0310.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,7,5,10,8,14,11,16,16
298,Basler_acA2500-14um__23891378__20221129_144902408_0311.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,29,32,30,32,30,32,30,31,30,31,7,5,9,8,14,12,16,15
299,Basler_acA2500-14um__23891378__20221129_144902408_0312.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,32,27,32,29,33,30,32,30,32,30,31,30,31,6,5,10,8,14,12,16,15
300,Basler_acA2500-14um__23891378__20221129_144902408_0313.tiff,1544,760,31,12,10,20,22,22,26,25,30,27,31,27,32,29,32,30,32,30,32,30,31,30,31,7,5,10,8,14,11,16,15
301,Basler_acA2500-14um__23891378__20221129_144902408_0314.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,31,6,5,10,8,14,12,16,15
302,Basler_acA2500-14um__23891378__20221129_144902408_0315.tiff,1544,760,30,12,10,20,22,22,26,24,30,27,31,27,32,28,33,30,32,30,31,30,31,30,31,6,5,10,8,14,12,16,15
303,Basler_acA2500-14um__23891378__20221129_144902408_0316.tiff,1544,760,31,12,10,20,22,22,26,25,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,6,5,10,8,14,12,16,15
304,Basler_acA2500-14um__23891378__20221129_144902408_0317.tiff,1544,761,31,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,31,31,6,5,10,8,14,11,16,15
305,Basler_acA2500-14um__23891378__20221129_144902408_0318.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,28,33,30,32,30,32,30,31,30,31,6,5,10,8,14,12,16,15
306,Basler_acA2500-14um__23891378__20221129_144902408_0319.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,31,7,5,10,8,14,12,16,15
307,Basler_acA2500-14um__23891378__20221129_144902408_0320.tiff,1544,760,30,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,31,7,5,10,8,14,12,16,15
308,Basler_acA2500-14um__23891378__20221129_144902408_0321.tiff,1544,760,30,12,10,20,22,22,26,24,30,27,31,27,32,28,33,30,32,30,31,30,31,30,31,7,5,10,8,14,12,16,15
309,Basler_acA2500-14um__23891378__20221129_144902408_0322.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,6,5,10,8,14,11,16,15
310,Basler_acA2500-14um__23891378__20221129_144902408_0323.tiff,1544,760,30,12,10,20,22,22,26,24,30,27,31,27,33,28,33,30,32,30,32,30,31,30,31,6,5,10,8,14,12,16,15
311,Basler_acA2500-14um__23891378__20221129_144902408_0324.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,32,27,32,29,33,30,32,30,31,30,31,30,31,7,5,10,8,14,12,16,15
312,Basler_acA2500-14um__23891378__20221129_144902408_0325.tiff,1544,760,30,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,7,5,10,8,14,12,16,15
313,Basler_acA2500-14um__23891378__20221129_144902408_0326.tiff,1544,760,30,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,31,31,7,5,10,8,14,12,16,15
314,Basler_acA2500-14um__23891378__20221129_144902408_0327.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,28,33,30,32,30,31,30,31,30,31,7,5,10,8,14,12,16,15
315,Basler_acA2500-14um__23891378__20221129_144902408_0328.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,31,6,5,10,8,14,12,16,15
316,Basler_acA2500-14um__23891378__20221129_144902408_0329.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,29,32,30,32,30,32,30,31,30,31,7,5,10,8,14,11,16,15
317,Basler_acA2500-14um__23891378__20221129_144902408_0330.tiff,1544,760,30,12,10,19,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,31,31,6,5,10,8,14,11,16,15
318,Basler_acA2500-14um__23891378__20221129_144902408_0331.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,27,32,29,33,29,31,30,31,30,31,30,31,7,5,10,8,14,11,16,15
319,Basler_acA2500-14um__23891378__20221129_144902408_0332.tiff,1544,760,30,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,6,5,10,8,14,12,16,15
320,Basler_acA2500-14um__23891378__20221129_144902408_0333.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,28,33,30,32,30,31,30,31,30,31,7,5,10,8,14,12,16,15
321,Basler_acA2500-14um__23891378__20221129_144902408_0334.tiff,1544,760,31,12,10,20,22,22,26,24,30,27,31,26,32,29,32,30,32,30,31,30,31,30,31,6,5,10,8,14,11,16,15
322,Basler_acA2500-14um__23891378__20221129_144902408_0335.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,28,33,30,31,30,31,30,31,30,31,6,5,10,8,14,11,16,15
323,Basler_acA2500-14um__23891378__20221129_144902408_0336.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,28,32,30,32,30,31,30,31,30,31,6,5,10,8,14,11,16,15
324,Basler_acA2500-14um__23891378__20221129_144902408_0337.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,29,33,30,32,30,32,30,31,30,31,6,5,10,8,14,11,16,15
325,Basler_acA2500-14um__23891378__20221129_144902408_0338.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,31,7,5,10,8,14,11,16,15
326,Basler_acA2500-14um__23891378__20221129_144902408_0339.tiff,1544,760,30,12,10,19,22,22,26,24,30,27,31,27,32,28,32,30,32,30,31,30,31,30,30,7,5,10,8,14,12,16,15
327,Basler_acA2500-14um__23891378__20221129_144902408_0340.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,28,33,30,32,30,31,30,31,30,31,6,5,10,8,14,12,16,15
328,Basler_acA2500-14um__23891378__20221129_144902408_0341.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,30,6,5,10,8,14,11,16,15
329,Basler_acA2500-14um__23891378__20221129_144902408_0342.tiff,1544,760,30,12,10,20,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,30,7,5,10,8,14,11,16,15
330,Basler_acA2500-14um__23891378__20221129_144902408_0343.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,29,33,30,32,30,31,30,31,30,31,7,5,10,8,14,11,16,15
331,Basler_acA2500-14um__23891378__20221129_144902408_0344.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,28,33,30,31,30,32,30,31,30,31,7,5,10,8,14,11,16,15
332,Basler_acA2500-14um__23891378__20221129_144902408_0345.tiff,1544,760,31,12,10,19,22,21,26,24,30,27,31,27,32,28,33,30,32,30,31,30,31,30,31,6,5,10,8,14,12,16,15
333,Basler_acA2500-14um__23891378__20221129_144902408_0346.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,29,32,30,31,29,32,30,31,30,31,6,5,10,8,14,11,16,15
334,Basler_acA2500-14um__23891378__20221129_144902408_0347.tiff,1544,760,30,12,10,19,22,22,26,24,30,27,31,26,32,29,32,30,32,30,31,30,31,30,31,6,5,10,8,14,11,16,15
335,Basler_acA2500-14um__23891378__20221129_144902408_0348.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,29,32,30,32,30,31,30,31,30,31,6,5,10,8,14,11,16,15
336,Basler_acA2500-14um__23891378__20221129_144902408_0349.tiff,1544,760,30,12,10,19,22,22,26,24,29,27,31,27,32,28,33,30,32,30,31,30,31,30,30,7,5,10,8,14,11,16,15
337,Basler_acA2500-14um__23891378__20221129_144902408_0350.tiff,1544,760,31,12,10,19,22,22,26,24,30,27,31,27,32,28,32,30,31,30,31,30,31,30,30,7,5,10,8,14,12,16,15
338,Basler_acA2500-14um__23891378__20221129_144902408_0351.tiff,1544,760,30,12,10,19,22,21,26,24,30,27,31,27,32,28,33,30,32,30,31,30,31,30,31,7,5,10,8,14,11,16,15
339,Basler_acA2500-14um__23891378__20221129_144902408_0352.tiff,1544,760,30,12,10,19,21,21,26,24,29,27,31,27,32,29,32,30,32,30,31,30,31,30,31,6,5,10,8,14,11,16,15
340,Basler_acA2500-14um__23891378__20221129_144902408_0353.tiff,1544,760,30,12,10,19,22,21,26,24,30,27,31,27,32,28,32,30,32,29,31,30,31,30,31,6,5,10,8,14,11,16,15
341,Basler_acA2500-14um__23891378__20221129_144902408_0354.tiff,1544,760,30,12,10,19,22,21,26,24,29,27,31,26,32,28,32,30,32,30,32,30,31,30,30,6,5,10,8,14,11,16,15
342,Basler_acA2500-14um__23891378__20221129_144902408_0355.tiff,1544,760,31,12,10,19,22,21,26,24,29,27,31,26,32,28,32,30,31,30,31,29,30,30,30,6,5,10,8,14,11,16,15
343,Basler_acA2500-14um__23891378__20221129_144902408_0356.tiff,1544,760,30,12,10,19,21,22,25,23,29,27,31,26,32,28,32,29,31,30,31,30,31,30,30,6,5,9,8,14,11,16,15
344,Basler_acA2500-14um__23891378__20221129_144902408_0357.tiff,1544,760,30,12,10,19,22,21,26,24,30,27,31,27,32,28,32,30,32,30,31,30,31,30,30,6,5,10,8,14,11,16,15
345,Basler_acA2500-14um__23891378__20221129_144902408_0358.tiff,1544,760,30,12,10,19,22,22,26,24,30,27,31,26,32,29,32,30,32,30,31,30,31,30,31,6,5,10,8,14,11,16,15
346,Basler_acA2500-14um__23891378__20221129_144902408_0359.tiff,1544,761,30,12,10,19,22,21,26,24,29,26,31,26,32,28,32,30,32,30,31,29,31,30,31,7,5,10,8,14,11,16,15
347,Basler_acA2500-14um__23891378__20221129_144902408_0360.tiff,1544,760,30,12,10,19,22,21,26,24,30,27,31,27,32,29,32,30,32,30,31,30,30,30,31,6,5,10,8,13,11,16,15
348,Basler_acA2500-14um__23891378__20221129_144902408_0361.tiff,1544,760,31,12,10,19,22,21,26,24,30,26,31,27,32,28,32,29,31,30,31,30,31,30,30,6,5,10,8,14,11,16,15
349,Basler_acA2500-14um__23891378__20221129_144902408_0362.tiff,1544,760,30,12,10,19,21,21,26,24,29,26,31,27,32,28,32,29,31,30,31,30,31,30,30,6,5,9,8,14,11,16,15
350,Basler_acA2500-14um__23891378__20221129_144902408_0363.tiff,1544,760,30,12,10,19,21,21,26,24,29,27,31,27,32,28,32,30,31,30,31,30,31,30,31,6,5,10,8,14,11,16,15
351,Basler_acA2500-14um__23891378__20221129_144902408_0364.tiff,1544,760,30,12,10,19,21,21,25,24,30,26,31,27,32,28,32,30,32,30,31,30,31,30,31,6,5,9,8,14,11,16,15
352,Basler_acA2500-14um__23891378__20221129_144902408_0365.tiff,1544,760,30,12,10,19,22,21,25,23,30,26,31,27,32,28,32,30,32,30,31,30,31,30,30,7,5,9,8,14,11,16,15
353,Basler_acA2500-14um__23891378__20221129_144902408_0366.tiff,1544,760,30,12,10,19,22,21,26,24,30,27,31,27,32,28,32,30,31,30,31,30,31,30,30,6,5,9,8,14,11,16,15
354,Basler_acA2500-14um__23891378__20221129_144902408_0367.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,27,32,28,32,30,31,29,31,29,31,30,30,6,5,9,8,13,11,16,15
355,Basler_acA2500-14um__23891378__20221129_144902408_0368.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,27,32,28,32,30,31,29,31,29,31,30,30,6,5,9,8,13,11,16,15
356,Basler_acA2500-14um__23891378__20221129_144902408_0369.tiff,1544,760,31,12,10,19,21,21,26,24,29,27,31,27,32,28,32,30,32,30,31,30,31,30,31,7,5,10,8,14,12,16,15
357,Basler_acA2500-14um__23891378__20221129_144902408_0370.tiff,1544,760,31,12,10,19,22,21,26,23,29,26,31,26,32,28,32,29,31,29,31,29,30,30,31,6,5,10,8,14,11,16,15
358,Basler_acA2500-14um__23891378__20221129_144902408_0371.tiff,1544,760,30,12,10,19,22,21,25,24,29,26,31,27,32,28,32,30,32,29,31,29,31,30,31,6,5,9,8,14,11,16,15
359,Basler_acA2500-14um__23891378__20221129_144902408_0372.tiff,1544,760,30,12,10,19,21,21,26,23,30,26,30,27,32,29,32,29,32,30,31,30,31,30,30,6,5,9,8,14,11,16,15
360,Basler_acA2500-14um__23891378__20221129_144902408_0373.tiff,1544,760,30,12,10,19,21,21,26,23,30,26,31,27,32,28,32,29,31,30,31,30,31,30,30,6,5,10,8,14,11,16,15
361,Basler_acA2500-14um__23891378__20221129_144902408_0374.tiff,1544,760,30,12,10,19,21,21,26,24,30,27,31,27,32,28,32,30,31,29,31,29,31,30,31,6,5,10,8,14,11,16,15
362,Basler_acA2500-14um__23891378__20221129_144902408_0375.tiff,1544,760,30,12,10,19,21,21,26,23,30,26,31,27,32,28,32,29,31,29,31,29,31,30,31,7,5,9,8,14,11,16,15
363,Basler_acA2500-14um__23891378__20221129_144902408_0376.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,26,32,28,32,30,31,29,31,30,31,30,31,6,5,10,8,14,11,16,15
364,Basler_acA2500-14um__23891378__20221129_144902408_0377.tiff,1544,760,31,12,10,19,21,21,25,23,29,26,30,27,32,28,32,29,31,29,31,30,31,30,30,6,5,10,8,14,11,15,15
365,Basler_acA2500-14um__23891378__20221129_144902408_0378.tiff,1544,760,30,12,10,18,21,21,25,24,30,26,31,26,32,29,32,29,31,30,31,30,31,30,31,6,5,9,8,14,11,16,15
366,Basler_acA2500-14um__23891378__20221129_144902408_0379.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,27,32,28,32,30,31,29,31,29,31,30,30,6,5,9,8,14,11,16,15
367,Basler_acA2500-14um__23891378__20221129_144902408_0380.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,30,31,30,30,6,5,9,8,14,11,16,15
368,Basler_acA2500-14um__23891378__20221129_144902408_0381.tiff,1544,760,30,12,10,19,21,21,25,24,29,26,31,26,32,28,32,29,31,29,31,30,31,30,31,7,5,10,8,14,11,16,15
369,Basler_acA2500-14um__23891378__20221129_144902408_0382.tiff,1544,760,30,12,10,19,21,21,25,23,30,27,31,26,32,28,32,30,31,30,31,30,30,30,31,6,5,10,8,14,11,16,15
370,Basler_acA2500-14um__23891378__20221129_144902408_0383.tiff,1544,760,30,12,10,19,21,21,26,23,29,26,31,26,32,29,32,30,31,30,31,30,31,30,30,6,5,10,8,14,11,16,15
371,Basler_acA2500-14um__23891378__20221129_144902408_0384.tiff,1544,760,30,12,10,19,21,21,26,24,29,26,31,26,32,28,32,29,31,30,31,30,30,30,30,6,5,10,8,13,11,16,15
372,Basler_acA2500-14um__23891378__20221129_144902408_0385.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,30,31,30,30,6,5,9,8,14,11,16,15
373,Basler_acA2500-14um__23891378__20221129_144902408_0386.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,27,32,28,32,29,31,29,31,30,31,30,30,6,5,9,8,13,11,16,15
374,Basler_acA2500-14um__23891378__20221129_144902408_0387.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,30,31,30,30,6,5,9,8,14,11,15,15
375,Basler_acA2500-14um__23891378__20221129_144902408_0388.tiff,1544,760,30,12,10,18,21,21,25,23,30,26,31,26,32,28,32,29,31,29,31,29,31,30,30,6,5,9,8,13,11,16,15
376,Basler_acA2500-14um__23891378__20221129_144902408_0389.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,30,31,30,31,6,5,10,8,13,11,15,14
377,Basler_acA2500-14um__23891378__20221129_144902408_0390.tiff,1544,760,30,12,10,19,21,21,25,23,29,27,31,26,32,28,32,30,31,29,31,30,31,30,30,7,5,10,8,13,11,16,15
378,Basler_acA2500-14um__23891378__20221129_144902408_0391.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,30,26,32,28,32,30,31,29,31,30,31,30,30,7,5,10,8,13,11,16,15
379,Basler_acA2500-14um__23891378__20221129_144902408_0392.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,30,31,30,31,6,5,9,8,13,11,16,15
380,Basler_acA2500-14um__23891378__20221129_144902408_0393.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,26,31,28,32,30,31,29,31,30,31,30,30,6,5,9,8,14,11,16,15
381,Basler_acA2500-14um__23891378__20221129_144902408_0394.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,31,28,32,29,31,29,31,30,31,30,30,6,5,9,8,14,11,16,15
382,Basler_acA2500-14um__23891378__20221129_144902408_0395.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,27,32,28,32,30,31,29,31,29,31,30,30,7,5,9,8,14,11,16,14
383,Basler_acA2500-14um__23891378__20221129_144902408_0396.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,30,27,32,28,32,30,31,29,31,29,30,30,31,6,5,9,8,14,11,15,14
384,Basler_acA2500-14um__23891378__20221129_144902408_0397.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,30,31,30,31,7,5,9,8,13,11,15,15
385,Basler_acA2500-14um__23891378__20221129_144902408_0398.tiff,1544,760,30,12,10,18,21,21,25,23,30,26,31,26,32,28,32,29,31,29,31,30,31,30,30,6,5,10,8,13,11,16,15
386,Basler_acA2500-14um__23891378__20221129_144902408_0399.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,32,29,32,29,31,29,31,30,30,30,30,6,5,9,8,13,11,16,15
387,Basler_acA2500-14um__23891378__20221129_144902408_0400.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,29,30,30,30,6,5,9,8,14,11,15,15
388,Basler_acA2500-14um__23891378__20221129_144902408_0401.tiff,1544,760,30,12,10,19,21,21,25,23,30,26,31,27,32,28,32,30,31,29,31,30,30,30,31,6,5,10,8,14,11,15,15
389,Basler_acA2500-14um__23891378__20221129_144902408_0402.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,29,31,30,31,6,5,10,8,14,11,15,14
390,Basler_acA2500-14um__23891378__20221129_144902408_0403.tiff,1544,760,30,12,10,18,21,21,25,24,29,26,30,27,32,28,32,29,31,30,31,29,31,30,30,7,5,10,8,14,11,16,15
391,Basler_acA2500-14um__23891378__20221129_144902408_0404.tiff,1544,760,30,12,10,18,21,21,25,24,29,26,30,26,32,28,32,29,31,30,31,29,31,30,30,7,5,9,8,14,11,15,15
392,Basler_acA2500-14um__23891378__20221129_144902408_0405.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,30,26,32,28,32,29,31,29,31,29,31,30,30,6,5,9,8,13,11,15,14
393,Basler_acA2500-14um__23891378__20221129_144902408_0406.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,32,28,32,29,31,29,31,30,31,30,30,6,5,10,8,14,11,15,15
394,Basler_acA2500-14um__23891378__20221129_144902408_0407.tiff,1544,760,30,12,10,19,21,21,25,23,29,26,31,26,32,28,32,30,31,30,31,29,31,30,30,6,5,10,8,13,11,15,15
395,Basler_acA2500-14um__23891378__20221129_144902408_0408.tiff,1544,760,30,12,10,18,21,21,25,24,29,26,31,26,32,28,32,29,31,29,31,29,30,30,30,6,5,9,8,13,11,15,15
396,Basler_acA2500-14um__23891378__20221129_144902408_0409.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,31,28,32,29,32,29,31,30,30,30,30,6,5,10,8,13,11,15,15
397,Basler_acA2500-14um__23891378__20221129_144902408_0410.tiff,1544,760,31,12,10,19,21,21,25,23,29,26,30,26,31,28,32,29,31,29,31,29,31,30,31,6,5,9,8,14,11,15,15
398,Basler_acA2500-14um__23891378__20221129_144902408_0411.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,30,26,32,28,32,30,31,29,31,30,30,30,30,6,5,9,8,13,11,15,14
399,Basler_acA2500-14um__23891378__20221129_144902408_0412.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,32,28,32,30,31,29,31,30,31,30,31,6,5,9,8,14,11,16,15
400,Basler_acA2500-14um__23891378__20221129_144902408_0413.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,26,31,28,32,29,31,29,31,29,30,30,30,6,5,10,8,13,11,15,15
401,Basler_acA2500-14um__23891378__20221129_144902408_0414.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,27,31,28,32,29,31,29,31,29,31,30,30,6,5,9,8,13,11,15,14
402,Basler_acA2500-14um__23891378__20221129_144902408_0415.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,30,27,31,28,32,29,31,29,31,29,31,30,30,6,5,9,8,13,11,16,14
403,Basler_acA2500-14um__23891378__20221129_144902408_0416.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,30,26,32,28,32,29,31,29,31,29,30,29,30,6,5,9,8,13,11,15,14
404,Basler_acA2500-14um__23891378__20221129_144902408_0417.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,30,26,31,28,32,29,31,29,31,30,30,30,30,6,5,9,8,13,11,15,14
405,Basler_acA2500-14um__23891378__20221129_144902408_0418.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,30,26,32,28,32,29,31,29,31,29,30,30,30,6,5,9,8,13,11,15,14
406,Basler_acA2500-14um__23891378__20221129_144902408_0419.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,31,27,32,28,32,29,32,29,31,30,31,30,30,6,5,10,8,14,11,15,15
407,Basler_acA2500-14um__23891378__20221129_144902408_0420.tiff,1544,760,30,12,10,18,21,21,25,23,29,26,30,26,31,28,32,29,31,29,31,29,31,30,30,6,5,9,8,14,11,16,15
